"Neighborhood","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","LotConfig","LandSlope","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","Heating","HeatingQC","CentralAir","Electrical","X2ndFlrSF","LowQualFinSF","BedroomAbvGr","KitchenAbvGr","KitchenQual","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","YrSold","SaleType","SaleCondition","SalePrice","PercOfWhiteCollar","MedianIncome","CollegeDegree","Remod","Age","isnew","TotalSqFeet","TotBathrooms","TotalPorchSF"
"Sawyer","SPLIT FOYER","RL",71,7252,"Pave","None",2,"Lvl","CulDSac",2,"Norm","Norm","1Fam","SFoyer",5,5,1982,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,2,"CBlock",4,3,3,6,685,1,0,173,"GasA",2,1,"SBrkr",0,0,2,1,2,7,0,0,"Detchd",1,2,3,3,2,120,0,0,0,0,0,0,"None","None",0,2009,"WD","Normal",134900,0.64,54928,0.87,0,27,0,1716,2,0
"Edwards","1-STORY 1946+","RL",67,8877,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",4,5,1951,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,"CBlock",2,2,1,2,836,1,0,0,"GasA",2,1,"FuseF",0,0,2,1,2,7,0,0,"Detchd",1,2,3,3,2,0,0,0,0,0,0,0,"None","None",0,2006,"COD","Normal",102000,0.61,46530,0.63,0,55,0,2056,1,0
"Edwards","SPLIT OR MULTI-LEVEL","RL",94,7819,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","SLvl",6,5,1976,"Gable","CompShg","Plywood","Plywood","None",0,2,"CBlock",3,3,3,5,422,4,127,480,"GasA",2,1,"SBrkr",0,0,3,1,2,7,1,3,"Detchd",1,2,3,3,2,144,0,0,0,0,0,0,"MnPrv","None",0,2010,"WD","Abnorml",107000,0.61,46530,0.63,0,34,0,2146,2,0
"NAmes","1-STORY 1946+","RL",70,10150,"Pave","None",2,"Lvl","Inside",2,"Feedr","Norm","1Fam","1Story",5,5,1958,"Gable","CompShg","Wd Sdng","Wd Sdng","None",1,2,"CBlock",3,3,1,3,456,1,0,456,"GasA",4,1,"FuseA",0,0,2,1,2,7,0,0,"Attchd",2,1,3,3,2,0,0,0,0,0,0,0,"None","None",0,2007,"COD","Normal",114500,0.75,47499,0.75,0,49,0,1824,1,0
"NridgHt","1-STORY 1946+","RL",110,14226,"Pave","None",2,"Lvl","Corner",2,"Norm","Norm","1Fam","1Story",8,5,2006,"Hip","CompShg","VinylSd","VinylSd","BrkFace",375,2,"PConc",4,3,3,1,0,1,0,1935,"GasA",3,1,"SBrkr",0,0,3,1,3,7,1,4,"Attchd",3,3,3,3,2,315,45,0,0,0,0,0,"None","None",0,2007,"New","Partial",395000,0.75,105583,0.89,0,1,0,3908,2,45
"Mitchel","1-STORY PUD 1946+","RM",32,4500,"Pave","None",2,"Lvl","FR2",2,"Norm","Norm","TwnhsE","1Story",6,5,1998,"Hip","CompShg","VinylSd","VinylSd","BrkFace",320,2,"PConc",5,3,1,6,866,1,0,338,"GasA",4,1,"SBrkr",0,0,2,1,2,7,0,0,"Attchd",3,2,3,3,2,0,247,0,0,0,0,0,"None","None",0,2009,"WD","Normal",162000,0.75,73557,0.62,0,11,0,2408,3,247
"CollgCr","1-STORY 1946+","RL",86,11210,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",7,5,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",240,2,"PConc",4,3,3,6,20,1,0,1594,"GasA",4,1,"SBrkr",0,0,3,1,3,7,0,0,"Attchd",2,3,3,3,2,144,59,0,0,0,0,0,"None","None",0,2006,"New","Partial",221500,0.91,39359,0.91,1,0,0,3228,2,59
"Sawyer","1-STORY 1946+","RL",100,13350,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",5,5,1974,"Hip","CompShg","HdBoard","Plywood","None",0,2,"CBlock",3,3,1,5,762,1,0,102,"GasA",2,1,"SBrkr",0,0,3,1,2,7,1,2,"Attchd",1,2,3,3,2,241,0,0,0,0,0,0,"MnPrv","None",0,2006,"WD","Normal",142500,0.64,54928,0.87,0,32,0,1758,2,0
"SawyerW","DUPLEX","RH",60,8400,"Pave","None",2,"Lvl","Inside",2,"Feedr","Norm","Duplex","1Story",5,5,1977,"Gable","CompShg","Plywood","Plywood","BrkFace",320,2,"Slab",0,0,0,0,0,0,0,0,"GasA",2,1,"SBrkr",0,0,4,2,2,7,2,3,"Detchd",1,2,3,3,2,0,0,0,0,0,0,0,"None","None",0,2007,"WD","Normal",144000,0.64,68542,0.73,0,30,0,2020,2,0
"Mitchel","DUPLEX","RL",78,10530,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","Duplex","SFoyer",6,5,1977,"Gable","CompShg","Plywood","ImStucc","BrkFace",90,2,"CBlock",4,3,4,6,975,1,0,0,"GasA",2,1,"SBrkr",0,0,2,1,2,7,0,0,"Attchd",1,2,3,3,2,0,0,0,0,0,0,0,"None","None",0,2006,"WD","Normal",135000,0.75,73557,0.62,0,29,0,1979,2,0
"Gilbert","1-STORY 1946+","RL",63,7875,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",7,5,1995,"Gable","CompShg","HdBoard","HdBoard","BrkFace",38,2,"PConc",4,4,1,1,0,1,0,1237,"GasA",3,1,"SBrkr",0,0,3,1,2,7,1,3,"Attchd",3,2,3,3,2,220,21,0,0,0,0,0,"None","None",0,2007,"WD","Normal",176000,0.55,82976,0.75,1,11,0,2490,2,21
"SawyerW","2-STORY+","RL",65,7153,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","2Story",6,5,1992,"Gable","CompShg","VinylSd","VinylSd","None",0,3,"PConc",4,3,1,5,387,1,0,374,"GasA",4,1,"SBrkr",793,0,3,1,3,7,0,0,"Attchd",2,2,3,3,2,0,124,0,0,0,0,0,"None","None",0,2006,"WD","Normal",175900,0.64,68542,0.73,0,14,0,2364,2.5,124
"CollgCr","1-STORY 1946+","RL",67,16285,"Pave","None",1,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",7,5,2001,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"PConc",4,3,1,1,0,1,0,1413,"GasA",4,1,"SBrkr",0,0,3,1,3,7,0,0,"Attchd",2,2,3,3,2,0,33,0,0,0,0,0,"None","None",0,2009,"WD","Normal",187100,0.91,39359,0.91,1,7,0,2843,2,33
"Mitchel","SPLIT FOYER","RL",73,9101,"Pave","None",2,"Lvl","Corner",2,"Norm","Norm","1Fam","SFoyer",5,6,1978,"Gable","CompShg","Plywood","Plywood","BrkFace",104,3,"PConc",4,3,3,6,1097,1,0,0,"GasA",4,1,"SBrkr",0,0,1,1,3,7,1,3,"Attchd",3,2,3,3,2,303,30,0,0,0,0,0,"None","None",0,2009,"WD","Normal",165500,0.75,73557,0.62,0,31,0,2207,2,30
"OldTown","75","RM",35,6300,"Pave","Grvl",2,"Lvl","Inside",2,"Norm","Norm","1Fam","2.5Unf",6,6,1914,"Gable","CompShg","Wd Sdng","Wd Shng","None",0,2,"CBlock",3,3,1,1,0,1,0,742,"GasA",4,1,"SBrkr",742,0,3,1,2,7,1,4,"None",0,0,0,0,2,0,291,134,0,0,0,0,"None","None",0,2008,"WD","Normal",128000,0.84,41223,0.85,1,7,0,2226,2,425
"NWAmes","1-STORY 1946+","RL",80,9790,"Pave","None",2,"Lvl","Inside",2,"Feedr","Norm","1Fam","1Story",6,5,1967,"Gable","CompShg","BrkFace","Wd Sdng","None",0,2,"CBlock",3,3,1,3,251,2,630,491,"GasA",2,1,"SBrkr",0,0,3,1,2,7,1,4,"Attchd",1,2,3,3,2,0,0,0,0,197,0,0,"None","None",0,2009,"WD","Normal",161500,0.89,87636,0.86,0,42,0,2714,2,197
"OldTown","1/2 STORY Fin","RM",60,10800,"Pave","None",2,"Lvl","Inside",2,"Artery","Norm","1Fam","1.5Fin",5,6,1915,"Gable","CompShg","MetalSd","MetalSd","None",0,3,"PConc",2,3,1,2,686,1,0,0,"GasA",2,1,"SBrkr",686,0,4,1,2,7,0,0,"Detchd",1,1,3,3,2,0,0,196,0,0,0,0,"None","Shed",1200,2010,"WD","Normal",139000,0.84,41223,0.85,1,60,0,2338,3,196
"SawyerW","2-STORY+","RL",76,10142,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","2Story",7,5,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"PConc",4,3,1,6,656,1,0,300,"GasA",4,1,"SBrkr",1128,0,4,1,3,7,0,0,"BuiltIn",2,2,3,3,2,0,45,0,0,0,0,0,"None","None",0,2010,"WD","Normal",233000,0.64,68542,0.73,0,6,0,3040,3.5,45
"OldTown","1-STORY 1946+","RM",50,6000,"Pave","None",2,"Lvl","Corner",2,"Norm","Norm","1Fam","1Story",4,7,1954,"Gable","CompShg","MetalSd","MetalSd","None",0,2,"CBlock",3,3,1,1,0,1,0,901,"GasA",4,1,"SBrkr",0,0,2,1,2,7,0,0,"Detchd",1,1,2,3,2,0,0,0,0,0,0,0,"None","None",0,2008,"WD","Normal",107900,0.84,41223,0.85,1,8,0,1802,1,0
"ClearCr","2-STORY+","RL",80,12205,"Pave","None",2,"Low","Inside",2,"Norm","Norm","1Fam","2Story",6,8,1966,"Gable","CompShg","HdBoard","HdBoard","BrkFace",157,2,"CBlock",3,2,4,2,568,1,0,264,"GasA",3,1,"SBrkr",1111,0,5,1,3,7,0,0,"Attchd",3,2,3,3,2,133,168,0,0,0,0,0,"None","None",0,2007,"WD","Normal",187500,0.89,86452,0.82,1,0,0,2919,2.5,168
"Blmngtn","1-STORY PUD 1946+","RL",43,3182,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","TwnhsE","1Story",7,5,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",11,2,"PConc",4,3,1,6,16,1,0,1129,"GasA",4,1,"SBrkr",0,0,2,1,3,7,1,4,"Attchd",3,2,3,3,2,100,16,0,0,0,0,0,"None","None",0,2009,"WD","Normal",160200,0.75,77726,0.88,1,3,0,2290,2,16
"Mitchel","SPLIT OR MULTI-LEVEL","RL",73,11333,"Pave","None",2,"Lvl","Corner",2,"Norm","Norm","1Fam","SLvl",6,5,1976,"Gable","CompShg","HdBoard","HdBoard","None",0,2,"PConc",4,3,3,5,539,1,0,490,"GasA",2,1,"SBrkr",0,0,3,1,2,7,2,3,"Attchd",2,2,3,3,2,120,0,0,0,0,0,0,"None","None",0,2007,"WD","Normal",146800,0.75,73557,0.62,0,31,0,2091,2,0
"NoRidge","2-STORY+","RL",92,9920,"Pave","None",2,"Lvl","CulDSac",2,"Norm","Norm","1Fam","2Story",7,5,1996,"Gable","CompShg","MetalSd","MetalSd","None",0,2,"PConc",4,3,3,6,862,1,0,255,"GasA",4,1,"SBrkr",886,0,3,1,2,7,1,3,"Attchd",1,2,3,3,2,180,130,0,0,0,0,0,"None","None",0,2007,"WD","Normal",269790,0.85,121583,0.89,1,10,0,3130,3.5,130
"Somerst","1-STORY 1946+","RL",76,9158,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",8,5,2007,"Gable","CompShg","CemntBd","CmentBd","Stone",140,2,"PConc",4,3,3,1,0,1,0,1496,"GasA",4,1,"SBrkr",0,0,3,1,3,7,0,0,"Attchd",3,2,3,3,2,168,130,0,0,0,0,0,"None","None",0,2007,"New","Partial",225000,0.75,95487,0.75,0,0,1,2992,2,130
"Gilbert","2-STORY+","RL",65,10832,"Pave","None",2,"Lvl","Corner",2,"Norm","Norm","1Fam","2Story",7,5,1994,"Gable","CompShg","MetalSd","MetalSd","None",0,2,"PConc",4,3,1,1,0,1,0,712,"GasA",4,1,"SBrkr",809,0,3,1,3,7,1,3,"Attchd",3,2,3,3,2,143,46,0,0,0,0,0,"None","Shed",500,2008,"WD","Normal",194500,0.55,82976,0.75,1,12,0,2607,2.5,46
"SawyerW","2-STORY+","RL",70,8400,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","2Story",6,6,1980,"Gable","CompShg","HdBoard","HdBoard","BrkFace",130,2,"CBlock",4,3,1,1,0,1,0,650,"GasA",2,1,"SBrkr",676,0,3,1,2,7,1,3,"Attchd",1,2,3,3,2,0,50,0,0,204,0,0,"MnPrv","None",0,2010,"WD","Normal",171000,0.64,68542,0.73,1,29,0,2214,2.5,254
"Sawyer","1-STORY 1946+","RL",71,8197,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",6,5,1977,"Gable","CompShg","Plywood","Plywood","BrkFace",148,2,"CBlock",3,3,1,1,0,1,0,660,"GasA",4,1,"SBrkr",0,0,3,1,2,7,1,3,"Attchd",2,2,3,3,2,138,0,0,0,0,0,0,"MnPrv","None",0,2007,"WD","Normal",143500,0.64,54928,0.87,0,30,0,1945,1.5,0
"NAmes","1-STORY 1946+","RL",57,7677,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",5,5,1953,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"CBlock",3,3,1,4,570,1,0,203,"GasA",3,1,"SBrkr",0,0,2,1,2,7,0,0,"Attchd",1,1,3,3,2,0,0,0,0,0,0,0,"None","None",0,2008,"WD","Abnorml",110000,0.75,47499,0.75,0,55,0,1546,1,0
"NridgHt","2-STORY+","RL",104,13518,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","2Story",9,5,2008,"Hip","CompShg","VinylSd","VinylSd","Stone",860,2,"PConc",5,3,1,1,0,1,0,1926,"GasA",4,1,"SBrkr",1174,0,4,1,4,7,2,4,"BuiltIn",3,3,3,3,2,144,78,0,0,0,0,0,"None","None",0,2009,"New","Partial",485000,0.75,105583,0.89,1,0,0,5066,3.5,78
"SWISU","1/2 STORY Fin","RL",60,7200,"Pave","None",2,"Lvl","Corner",2,"Feedr","Norm","1Fam","1.5Fin",5,7,1937,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",252,2,"BrkTil",4,3,1,5,569,1,0,162,"GasA",4,1,"SBrkr",787,0,3,1,3,7,2,3,"Detchd",1,1,3,3,2,0,0,264,0,0,0,0,"MnPrv","None",0,2007,"WD","Normal",175000,1,51183,0.83,1,57,0,2499,2.5,264
"ClearCr","2-STORY+","RL",79,12798,"Pave","None",2,"HLS","Inside",1,"Feedr","Norm","1Fam","2Story",6,5,1997,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"PConc",4,3,4,6,462,1,0,154,"GasA",3,1,"SBrkr",1072,0,4,1,3,7,0,0,"Attchd",2,2,3,3,2,403,114,185,0,0,0,0,"None","Shed",400,2008,"WD","Normal",200000,0.89,86452,0.82,0,11,0,2304,3.5,299
"IDOTRR","1-STORY 1945-","RM",40,4800,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",4,7,1916,"Gable","CompShg","MetalSd","MetalSd","None",0,2,"CBlock",3,3,1,2,197,1,0,999,"GasA",4,1,"FuseA",0,0,2,1,2,7,0,0,"Detchd",1,2,3,3,2,0,0,0,0,0,0,0,"None","None",0,2007,"WD","Normal",109900,0.62,39678,0.68,1,17,0,2392,2,0
"CollgCr","2-STORY+","RL",63,8199,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","2Story",7,5,2005,"Gable","CompShg","WdShing","Wd Shng","None",0,2,"PConc",4,3,3,6,648,1,0,80,"GasA",4,1,"SBrkr",728,0,3,1,3,7,1,4,"Attchd",3,2,3,3,2,36,18,0,0,0,0,0,"None","None",0,2008,"WD","Normal",189000,0.91,39359,0.91,0,3,0,2184,3.5,18
"NridgHt","2-STORY+","RL",107,13891,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","2Story",9,5,2008,"Hip","CompShg","VinylSd","VinylSd","Stone",424,2,"PConc",5,3,4,1,0,1,0,1734,"GasA",4,1,"SBrkr",1088,0,4,1,4,7,1,4,"BuiltIn",2,3,3,3,2,52,170,0,0,192,0,0,"None","None",0,2009,"New","Partial",582933,0.75,105583,0.89,1,0,0,4556,3.5,362
"NAmes","1-STORY 1946+","RL",75,9000,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",5,5,1954,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,"CBlock",3,3,1,2,812,1,0,124,"GasA",2,1,"SBrkr",0,0,2,1,2,6,0,0,"Attchd",1,1,3,3,2,0,0,0,0,0,0,0,"GdWo","None",0,2006,"WD","Family",118000,0.75,47499,0.75,0,52,0,2064,1,0
"Somerst","1-STORY 1946+","RL",91,12274,"Pave","None",2,"Lvl","FR2",2,"Norm","Norm","1Fam","1Story",7,5,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",256,2,"PConc",4,3,1,1,0,1,0,1417,"GasA",4,1,"SBrkr",0,0,3,1,4,7,0,0,"Attchd",2,2,3,3,2,0,60,0,0,0,0,0,"None","None",0,2008,"New","Partial",227680,0.75,95487,0.75,0,0,1,2845,2,60
"NAmes","SPLIT OR MULTI-LEVEL","RL",75,9750,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","SLvl",5,5,1967,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"PConc",3,3,3,5,400,3,480,100,"GasA",3,1,"SBrkr",0,0,3,1,2,7,0,0,"Attchd",3,1,3,3,2,68,0,0,0,0,0,0,"None","None",0,2006,"WD","Normal",135500,0.75,47499,0.75,0,39,0,1960,2,0
"BrkSide","2-STORY 1945-","RL",144,21384,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","2Story",5,6,1923,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,"CBlock",3,3,4,6,1309,1,0,15,"GasA",4,1,"SBrkr",504,0,3,1,3,7,1,3,"Attchd",2,2,3,3,2,0,312,0,0,0,0,0,"None","None",0,2009,"WD","Normal",223500,0.74,46530,0.72,1,5,0,2900,3.5,312
"NAmes","SPLIT OR MULTI-LEVEL","RL",85,13400,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","SLvl",5,5,1966,"Gable","CompShg","VinylSd","VinylSd","BrkFace",1047,2,"CBlock",3,3,3,5,516,4,128,380,"GasA",2,1,"SBrkr",0,0,3,1,2,7,1,4,"Attchd",2,2,3,3,2,0,0,0,0,0,0,0,"GdWo","None",0,2006,"WD","Normal",159950,0.75,47499,0.75,0,40,0,2110,2,0
"OldTown","75","RM",90,8100,"Pave","None",2,"Lvl","Corner",2,"Norm","Norm","1Fam","2.5Unf",5,5,1898,"Hip","CompShg","AsbShng","AsbShng","None",0,2,"PConc",3,3,1,1,0,1,0,849,"GasA",2,0,"FuseA",1063,0,2,3,2,7,0,0,"Detchd",1,2,2,1,0,40,156,0,0,0,0,0,"MnPrv","None",0,2009,"WD","Normal",106000,0.84,41223,0.85,1,44,0,2987,2,156
"NWAmes","1-STORY 1946+","RL",78,10140,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",6,6,1974,"Hip","CompShg","HdBoard","HdBoard","BrkFace",99,2,"CBlock",3,3,1,5,663,2,377,0,"GasA",1,1,"SBrkr",0,0,3,1,3,7,1,2,"Attchd",2,2,3,3,2,265,0,0,0,0,648,1,"GdPrv","None",0,2006,"WD","Normal",181000,0.89,87636,0.86,1,7,0,2349,2.5,0
"CollgCr","1-STORY PUD 1946+","RM",70,4438,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","TwnhsE","1Story",6,5,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",169,2,"PConc",4,3,4,6,662,1,0,186,"GasA",4,1,"SBrkr",0,0,1,1,3,7,1,4,"Attchd",3,2,3,3,2,140,0,0,0,0,0,0,"None","None",0,2008,"ConLD","Normal",144500,0.91,39359,0.91,0,4,0,1696,2,0
"IDOTRR","1-STORY 1946+","C (all)",66,8712,"Grvl","None",2,"Bnk","Inside",1,"Norm","Norm","1Fam","1Story",5,5,1952,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,2,"CBlock",3,3,3,1,0,1,0,540,"GasA",2,0,"FuseA",0,0,2,1,1,7,0,0,"Basment",1,2,3,3,0,0,0,0,0,0,0,0,"None","Shed",54,2010,"WD","Alloca",55993,0.62,39678,0.68,0,58,0,1584,1,0
"NAmes","1-STORY 1946+","RL",75,9750,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",6,6,1958,"Gable","CompShg","MetalSd","MetalSd","BrkFace",243,2,"CBlock",3,3,1,3,608,1,0,834,"GasA",3,1,"SBrkr",0,0,4,1,2,7,0,0,"Attchd",2,1,3,3,2,0,0,275,0,0,0,0,"None","Shed",500,2007,"COD","Normal",157900,0.75,47499,0.75,0,49,0,2884,1.5,275
"Edwards","1/2 STORY Fin","RL",45,8248,"Pave","Grvl",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1.5Fin",5,7,1918,"Gable","CompShg","Stucco","Stucco","None",0,2,"BrkTil",3,3,1,1,0,1,0,686,"GasW",3,1,"SBrkr",564,0,3,1,1,7,0,0,"Detchd",1,1,3,3,1,207,0,96,0,0,0,0,"None","None",0,2006,"WD","Normal",116000,0.61,46530,0.63,1,56,0,1936,2,96
"CollgCr","1-STORY 1946+","RL",48,12137,"Pave","None",1,"Lvl","CulDSac",2,"Norm","Norm","1Fam","1Story",7,5,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",442,2,"PConc",4,3,1,1,0,1,0,1649,"GasA",4,1,"SBrkr",0,0,3,1,3,7,0,0,"Attchd",2,2,3,3,2,0,34,0,0,0,0,0,"None","None",0,2010,"WD","Normal",224900,0.91,39359,0.91,0,12,0,3310,2,34
"NAmes","1-STORY 1946+","RL",73,11425,"Pave","None",2,"Lvl","Corner",2,"Norm","Norm","1Fam","1Story",5,6,1954,"Gable","CompShg","BrkFace","BrkFace","None",0,2,"CBlock",3,3,1,4,486,1,0,522,"GasA",3,1,"SBrkr",0,0,2,1,2,7,1,4,"Attchd",2,1,3,3,2,0,0,120,0,0,0,0,"None","None",0,2006,"WD","Normal",137000,0.75,47499,0.75,0,52,0,2016,1,120
"Mitchel","1-STORY 1946+","RL",73,13265,"Pave","None",2,"Lvl","CulDSac",2,"Norm","Norm","1Fam","1Story",8,5,2002,"Hip","CompShg","CemntBd","CmentBd","BrkFace",148,2,"PConc",4,3,1,6,1218,1,0,350,"GasA",4,1,"SBrkr",0,0,3,1,3,7,2,4,"Attchd",2,3,3,3,2,150,59,0,0,0,0,0,"None","None",0,2008,"WD","Normal",271000,0.75,73557,0.62,0,6,0,3257,3,59
"ClearCr","SPLIT OR MULTI-LEVEL","RL",80,8816,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","SLvl",6,7,1971,"Gable","CompShg","HdBoard","HdBoard","BrkFace",80,2,"CBlock",3,3,3,6,504,1,0,506,"GasA",3,1,"SBrkr",0,0,3,1,2,7,0,0,"Attchd",1,2,3,3,2,0,0,0,0,0,0,0,"MnPrv","None",0,2010,"WD","Normal",155000,0.89,86452,0.82,0,39,0,2062,2,0
"NridgHt","1-STORY PUD 1946+","RL",44,6371,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","TwnhsE","1Story",7,5,2009,"Gable","CompShg","VinylSd","VinylSd","Stone",128,2,"PConc",4,3,2,6,733,1,0,625,"GasA",4,1,"SBrkr",0,0,2,1,3,7,1,4,"Attchd",2,2,3,3,2,192,35,0,0,0,0,0,"None","None",0,2010,"New","Partial",224000,0.75,105583,0.89,1,0,0,2716,3,35
"CollgCr","2-STORY+","RL",72,7226,"Pave","None",2,"Lvl","CulDSac",2,"Norm","Norm","1Fam","2Story",7,5,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"PConc",4,3,1,1,0,1,0,798,"GasA",4,1,"SBrkr",842,0,3,1,3,7,0,0,"Attchd",2,2,3,3,2,0,45,0,0,0,0,0,"None","None",0,2008,"WD","Normal",183000,0.91,39359,0.91,0,5,0,2438,2.5,45
"OldTown","1-STORY 1946+","RM",60,6000,"Pave","Pave",2,"Bnk","Inside",1,"Norm","Norm","2fmCon","1Story",4,4,1953,"Gable","CompShg","MetalSd","MetalSd","None",0,2,"CBlock",2,3,1,1,0,1,0,936,"GasA",2,0,"SBrkr",0,0,2,1,2,5,0,0,"Detchd",1,2,3,3,2,0,32,112,0,0,0,0,"None","None",0,2009,"WD","Normal",93000,0.84,41223,0.85,0,56,0,1872,1,144
"Gilbert","2-STORY+","RL",65,12394,"Pave","None",2,"Lvl","Corner",2,"Norm","Norm","1Fam","2Story",7,5,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"PConc",4,3,4,1,0,1,0,847,"GasA",4,1,"SBrkr",886,0,3,1,3,7,1,4,"BuiltIn",3,2,3,3,2,100,48,0,0,0,0,0,"None","None",0,2007,"WD","Family",225000,0.55,82976,0.75,0,4,0,2580,2.5,48
"SWISU","1/2 STORY Fin","RL",60,9900,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1.5Fin",6,7,1940,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"BrkTil",3,3,1,1,0,1,0,778,"GasA",2,1,"SBrkr",545,0,3,1,2,7,1,4,"Detchd",1,1,3,3,2,335,0,0,0,0,0,0,"GdWo","None",0,2009,"WD","Normal",139500,1,51183,0.83,1,59,0,2267,2,0
"Somerst","1-STORY 1946+","FV",81,11216,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",8,5,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"PConc",4,4,1,1,0,1,0,1489,"GasA",4,1,"SBrkr",0,0,3,1,3,7,1,4,"Attchd",2,2,3,3,2,0,140,0,0,0,0,0,"None","None",0,2006,"New","Partial",232600,0.75,95487,0.75,0,0,1,2978,2,140
"NridgHt","1-STORY 1946+","RL",114,14803,"Pave","None",2,"Lvl","Inside",2,"PosN","PosN","1Fam","1Story",10,5,2007,"Hip","CompShg","CemntBd","CmentBd","BrkFace",816,2,"PConc",5,3,3,6,1636,1,0,442,"GasA",4,1,"SBrkr",0,0,2,1,4,7,1,4,"Attchd",3,3,3,3,2,188,45,0,0,0,0,0,"None","None",0,2008,"New","Partial",385000,0.75,105583,0.89,1,0,0,4162,3,45
"BrkSide","1/2 STORY Unf Attic","RM",50,6130,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1.5Unf",5,6,1924,"Gable","CompShg","MetalSd","MetalSd","None",0,2,"BrkTil",3,3,1,5,784,1,0,0,"GasA",3,1,"SBrkr",0,0,2,1,3,7,0,0,"None",0,0,0,0,2,0,0,116,0,0,0,0,"None","None",0,2008,"WD","Normal",109500,0.74,46530,0.72,1,58,0,1568,2,116
"SawyerW","1-STORY 1946+","RL",65,8529,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",7,5,2001,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"PConc",4,3,1,6,20,1,0,1434,"GasA",4,1,"SBrkr",0,0,3,1,3,7,1,3,"Attchd",2,2,3,3,2,290,39,0,0,0,0,0,"None","None",0,2009,"WD","Normal",189000,0.64,68542,0.73,0,8,0,2888,2,39
